,Unnamed: 0,location,location-url,area,area-url,category,content,content-url,content-img,tableData,openHourData,priceData,facilityInfo,covidInfo
298,298,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,아사쿠사,https://www.gotokyo.org/kr/destinations/eastern-tokyo/asakusa/index.html,강,구라마에바시,https://www.gotokyo.org/kr/spot/931/index.html,https://www.gotokyo.org/kr/spot/931/images/5928_1_670x450.jpg,[],[],,[],[]
299,299,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,아사쿠사,https://www.gotokyo.org/kr/destinations/eastern-tokyo/asakusa/index.html,강,우마야바시,https://www.gotokyo.org/kr/spot/932/index.html,https://www.gotokyo.org/en/spot/932/images/5929_1_670x450.jpg,[],[],,[],[]
300,300,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,아사쿠사,https://www.gotokyo.org/kr/destinations/eastern-tokyo/asakusa/index.html,강,고마가타바시,https://www.gotokyo.org/kr/spot/933/index.html,https://www.gotokyo.org/kr/spot/933/images/5930_1_670x450.jpg,[],[],,[],[]
301,301,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,아사쿠사,https://www.gotokyo.org/kr/destinations/eastern-tokyo/asakusa/index.html,강,아즈마바시 다리,https://www.gotokyo.org/kr/spot/282/index.html,https://www.gotokyo.org/kr/spot/282/images/282_0219_3_670x450.jpg,[],[],,[],[]
302,302,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,아사쿠사,https://www.gotokyo.org/kr/destinations/eastern-tokyo/asakusa/index.html,기타 정보,,https://www.gotokyo.org/shuun/kr/course/054.html,https://www.gotokyo.org/shared/images/img_noimage_670x450.jpg,[],[],,[],[]
303,303,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,아사쿠사,https://www.gotokyo.org/kr/destinations/eastern-tokyo/asakusa/index.html,기타 정보,,https://www.gotokyo.org/shuun/kr/course/020.html,https://www.gotokyo.org/shared/images/img_noimage_670x450.jpg,[],[],,[],[]
304,304,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,아사쿠사,https://www.gotokyo.org/kr/destinations/eastern-tokyo/asakusa/index.html,기타 정보,,https://www.gotokyo.org/shuun/kr/course/051.html,https://www.gotokyo.org/shared/images/img_noimage_670x450.jpg,[],[],,[],[]
305,305,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,아사쿠사,https://www.gotokyo.org/kr/destinations/eastern-tokyo/asakusa/index.html,기타 정보,,https://www.gotokyo.org/shuun/kr/course/053.html,https://www.gotokyo.org/shared/images/img_noimage_670x450.jpg,[],[],,[],[]
306,306,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,아사쿠사,https://www.gotokyo.org/kr/destinations/eastern-tokyo/asakusa/index.html,기타 정보,아사쿠사,https://www.gotokyo.org/kr/story/walks-and-tours/asakusa/index.html,https://www.gotokyo.org/kr/story/walks-and-tours/asakusa/images/area022_1001_18_670x450.jpg,[],[],,[],[]
307,307,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,아사쿠사,https://www.gotokyo.org/kr/destinations/eastern-tokyo/asakusa/index.html,기타 정보,3 역시 아사쿠사 루트,https://www.gotokyo.org/kr/guide-services/asakusa-route/index.html,https://www.gotokyo.org/kr/guide-services/asakusa-route/images/15_1_670x450.jpg,"[{'head': '출발시간', 'data': '오후 1시 출발|'}, {'head': '소요시간', 'data': '약 3시간 30분|'}, {'head': '실비', 'data': '1,520엔\n(내역: 참가자 1인당: 280엔＋동행 가이드 2인분 1,240엔)|'}]",[],,[],[]
308,308,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,아사쿠사,https://www.gotokyo.org/kr/destinations/eastern-tokyo/asakusa/index.html,기타 정보,수상 버스를 타고 아사쿠사에서 오다이바로,https://www.gotokyo.org/kr/story/walks-and-tours/take-the-water-bus-from-asakusa-to-odaiba/index.html,https://www.gotokyo.org/kr/story/walks-and-tours/take-the-water-bus-from-asakusa-to-odaiba/images/485_0342_1_670x450_1.jpg,[],[],,[],[]
309,309,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,아사쿠사,https://www.gotokyo.org/kr/destinations/eastern-tokyo/asakusa/index.html,기타 정보,아사쿠사에서 도쿄 스카이트리까지 여유롭게 산책,https://www.gotokyo.org/kr/story/walks-and-tours/strolling-from-asakusa-to-tokyo-skytree/index.html,https://www.gotokyo.org/kr/story/walks-and-tours/strolling-from-asakusa-to-tokyo-skytree/images/93_0163_3_670x450_1.jpg,[],[],,[],[]
310,310,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,료고쿠,https://www.gotokyo.org/kr/destinations/eastern-tokyo/ryogoku/index.html,공원・정원,오요코가와 친수공원,https://www.gotokyo.org/kr/spot/916/index.html,https://www.gotokyo.org/en/spot/916/images/916_0536_1_670x450.jpg,[],"['※점포, 시설, 층에 따라 다름', '휴무일: 연중무휴']",,"['화장실시설전면 금연', '휠체어용 경사로 있음다기능 화장실(누구나 사용 가능)장루설치환자용(간이식)기저귀 교환대 있음유아고정의자 또는 유아용 의자 있음']","['이 시설의 코로나19(COVID-19) 방역대책 관련 정보', 'https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/kouenriyou.html']"
311,311,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,료고쿠,https://www.gotokyo.org/kr/destinations/eastern-tokyo/ryogoku/index.html,공원・정원,구 야스다 정원,https://www.gotokyo.org/kr/spot/510/index.html,https://www.gotokyo.org/en/spot/510/images/510_0361_1_670x450.jpg,[],"['9：00～19：30\n월요일화요일수요일목요일금요일토요일일요일공휴일\n9：00～18：00\n월요일화요일수요일목요일금요일토요일일요일공휴일\n※계절, 시기에 따라 다름', '휴무일: 연말연시']","요금
무료","['화장실시설전면 금연', '휠체어용 경사로 있음다기능 화장실(누구나 사용 가능)장루설치환자용(간이식)기저귀 교환대 있음유아고정의자 또는 유아용 의자 있음']","['이 시설의 코로나19(COVID-19) 방역대책 관련 정보', 'https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/kouenriyou.html']"
312,312,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,료고쿠,https://www.gotokyo.org/kr/destinations/eastern-tokyo/ryogoku/index.html,공원・정원,요코아미쵸 공원,https://www.gotokyo.org/kr/spot/1157/index.html,https://www.gotokyo.org/kr/spot/1157/images/1157_0085_1_670x450.jpg,[],"['※정해진 영업시간은 없음(공원 등의 시설)', '휴무일: 연중무휴']","요금
무료","['화장실시설흡연소인터넷 접속 가능', '일본어영어중국어(간자체)한국어독일어스페인어불어', '장애인용(휠체어 사양)주차장 있음휠체어용 경사로 있음엘리베이터다기능 화장실(누구나 사용 가능)']",[]
313,313,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,료고쿠,https://www.gotokyo.org/kr/destinations/eastern-tokyo/ryogoku/index.html,역사박물관,스미다 호쿠사이 미술관,https://www.gotokyo.org/kr/spot/138/index.html,https://www.gotokyo.org/en/spot/138/images/138_0624_2_670x450.jpg,[],"['9：30～17：30\n화요일수요일목요일금요일토요일일요일공휴일\n※영업 종료시간 30분 전까지 입장 가능', '휴무일: 월요일연말연시정기휴일이 공휴일인 경우는 다음날 휴무']","요금
현금
전시회나 상영에 따라 요금이 다름","['화장실시설전면 금연인터넷 접속 가능', '일본어영어', '일본어영어', '장애인용(휠체어 사양)주차장 있음자동문 입구엘리베이터다기능 화장실(누구나 사용 가능)장루설치환자용(간이식)기저귀 교환대 있음휠체어 렌탈 서비스베이비카 렌탈 서비스 있음수유실 있음']","['입장 제한이 있는 경우 있음', '도쿄도 감염 방지 철저 선언 스티커 등록 시설', '이 시설의 코로나19(COVID-19) 방역대책 관련 정보', 'https://hokusai-museum.jp/modules/Topic/topics/view/961']"
314,314,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,료고쿠,https://www.gotokyo.org/kr/destinations/eastern-tokyo/ryogoku/index.html,역사박물관,도쿄도 에도 도쿄 박물관,https://www.gotokyo.org/kr/spot/1745/index.html,https://www.gotokyo.org/en/spot/1745/images/1745_2_670x450.jpg,[],"['9：30～17：30\n화요일수요일목요일금요일일요일공휴일\n9：30～19：30\n토요일\n※점포, 시설, 층에 따라 다름\n※영업 종료시간 30분 전까지 입장 가능', '휴무일: 월요일연말연시정기휴일이 공휴일인 경우는 다음날 휴무\n대규모 개수공사 관계로 2022년 4월 1일부터 2025년도까지 전관 휴관 예정']","요금
일반요금:600엔
현금VISAJCBMASTERAMEX은련카드
점포, 시설에 따라 요금이 다름","['화장실시설식사 시설흡연소주차장인터넷 접속 가능', '일본어영어', '일본어영어', '장애인용(휠체어 사양)주차장 있음자동문 입구휠체어용 경사로 있음에스컬레이터엘리베이터휠체어 대응 엘리베이터다기능 화장실(누구나 사용 가능)장루설치환자용(간이식)손잡이 설치 화장실기저귀 교환대 있음유아고정의자 또는 유아용 의자 있음휠체어 렌탈 서비스베이비카 렌탈 서비스 있음수유실 있음필담 가능']",['사전 예약제인 경우 있음']
315,315,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,료고쿠,https://www.gotokyo.org/kr/destinations/eastern-tokyo/ryogoku/index.html,역사박물관,NTT도코모 역사전시 스퀘어,https://www.gotokyo.org/kr/spot/910/index.html,https://www.gotokyo.org/en/spot/910/images/910_main_450.jpg,[],['10：00～17：00\n화요일수요일목요일금요일토요일'],"요금
무료","['화장실시설인터넷 접속 가능', '자동문 입구다기능 화장실(누구나 사용 가능)필담 가능']","['사전 예약제인 경우 있음', '입장 제한이 있는 경우 있음']"
316,316,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,료고쿠,https://www.gotokyo.org/kr/destinations/eastern-tokyo/ryogoku/index.html,역사박물관,도쿄도 부흥기념관,https://www.gotokyo.org/kr/spot/1257/index.html,https://www.gotokyo.org/en/spot/1257/images/1257_0596_1_670x450.jpg,[],"['9：00～17：00\n화요일수요일목요일금요일토요일일요일공휴일\n※영업 종료시간 30분 전까지 입장 가능', '휴무일: 월요일연말연시정기휴일이 공휴일인 경우는 다음날 휴무']","요금
무료","['화장실시설전면 금연인터넷 접속 가능', '일본어영어', '휠체어용 경사로 있음엘리베이터다기능 화장실(누구나 사용 가능)기저귀 교환대 있음휠체어 렌탈 서비스수유실 있음']",['입장 제한이 있는 경우 있음']
317,317,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,료고쿠,https://www.gotokyo.org/kr/destinations/eastern-tokyo/ryogoku/index.html,역사박물관,도쿄도 위령당,https://www.gotokyo.org/kr/spot/358/index.html,https://www.gotokyo.org/en/spot/358/images/358_0255_1_670x450.jpg,[],"['9：00～16：30\n월요일화요일수요일목요일금요일토요일일요일공휴일', '휴무일: 연말연시']","요금
무료","['전면 금연', '일본어영어중국어(간자체)한국어독일어스페인어불어', '자동문 입구휠체어용 경사로 있음']",[]
318,318,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,료고쿠,https://www.gotokyo.org/kr/destinations/eastern-tokyo/ryogoku/index.html,역사박물관,스모 사진 자료관,https://www.gotokyo.org/kr/spot/381/index.html,https://www.gotokyo.org/kr/spot/381/images/381_0836_1_670x450.jpg,[],['10：00～17：00'],,['휠체어용 경사로 있음'],[]
319,319,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,료고쿠,https://www.gotokyo.org/kr/destinations/eastern-tokyo/ryogoku/index.html,역사박물관,료고쿠 불꽃놀이 자료관,https://www.gotokyo.org/kr/spot/458/index.html,https://www.gotokyo.org/kr/spot/458/images/458_0323_2_670x450.jpg,[],"['12：00～16：00\n목요일금요일토요일일요일\n※계절, 시기에 따라 다름', '휴무일: 월요일화요일수요일공휴일연말연시대형연휴정기휴일이 공휴일인 경우는 다음날 휴무']","요금
무료",[],[]
320,320,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,료고쿠,https://www.gotokyo.org/kr/destinations/eastern-tokyo/ryogoku/index.html,기타 정보,료고쿠 주변 탐방,https://www.gotokyo.org/kr/story/walks-and-tours/ryogoku/index.html,https://www.gotokyo.org/kr/story/walks-and-tours/ryogoku/images/area023_1002_20_670x450.jpg,[],[],,[],[]
321,321,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도쿄스카이트리 주변,https://www.gotokyo.org/kr/destinations/eastern-tokyo/skytree-and-around/index.html,쇼핑스트리트・상점가,시타마치닌조 기라키라타치바나 상점가,https://www.gotokyo.org/kr/spot/915/index.html,https://www.gotokyo.org/en/spot/915/images/915_0535_1_670x450.jpg,[],[],,['화장실시설'],['도쿄도 감염 방지 철저 선언 스티커 등록 시설']
322,322,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도쿄스카이트리 주변,https://www.gotokyo.org/kr/destinations/eastern-tokyo/skytree-and-around/index.html,쇼핑스트리트・상점가,하토노마치도리 상점가,https://www.gotokyo.org/kr/spot/858/index.html,https://www.gotokyo.org/kr/spot/858/images/858_0519_1_670x450.jpg,[],[],,[],[]
323,323,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도쿄스카이트리 주변,https://www.gotokyo.org/kr/destinations/eastern-tokyo/skytree-and-around/index.html,랜드마크,도쿄 스카이트리®,https://www.gotokyo.org/kr/spot/6/index.html,https://www.gotokyo.org/en/spot/6/images/4507_1_670x450.jpg,[],"['10：00～21：00\n월요일화요일수요일목요일금요일토요일일요일공휴일\n※영업 종료시간 60분 전까지 입장 가능', '휴무일: 연중무휴']",,"['화장실시설식사 시설흡연소환금 가능주차장인터넷 접속 가능', '일본어영어', '일본어영어', '장애인용(휠체어 사양)주차장 있음자동문 입구플로어 손잡이 있음(가동식 포함)휠체어용 경사로 있음에스컬레이터엘리베이터휠체어 대응 엘리베이터다기능 화장실(누구나 사용 가능)장루설치환자용(간이식)손잡이 설치 화장실기저귀 교환대 있음유아고정의자 또는 유아용 의자 있음휠체어 렌탈 서비스베이비카 렌탈 서비스 있음수유실 있음다언어 점자 안내수화 가능필담 가능']","['입장 제한이 있는 경우 있음', '도쿄도 감염 방지 철저 선언 스티커 등록 시설']"
324,324,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도쿄스카이트리 주변,https://www.gotokyo.org/kr/destinations/eastern-tokyo/skytree-and-around/index.html,랜드마크,도쿄 스카이트리 타운,https://www.gotokyo.org/kr/spot/80/index.html,https://www.gotokyo.org/en/spot/80/images/80_0630_1_670x450.jpg,[],[],,"['화장실시설식사 시설흡연소환금 가능주차장인터넷 접속 가능', '일본어영어', '일본어영어', '장애인용(휠체어 사양)주차장 있음자동문 입구플로어 손잡이 있음(가동식 포함)휠체어용 경사로 있음에스컬레이터엘리베이터휠체어 대응 엘리베이터다기능 화장실(누구나 사용 가능)장루설치환자용(간이식)손잡이 설치 화장실기저귀 교환대 있음유아고정의자 또는 유아용 의자 있음휠체어 렌탈 서비스베이비카 렌탈 서비스 있음수유실 있음다언어 점자 안내수화 가능필담 가능']","['입장 제한이 있는 경우 있음', '도쿄도 감염 방지 철저 선언 스티커 등록 시설']"
325,325,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도쿄스카이트리 주변,https://www.gotokyo.org/kr/destinations/eastern-tokyo/skytree-and-around/index.html,랜드마크,아라카와 하천 부지,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/20191031_039/images/new39_670x450.jpg,,,,,
326,326,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도쿄스카이트리 주변,https://www.gotokyo.org/kr/destinations/eastern-tokyo/skytree-and-around/index.html,전통 문화체험,,https://www.gotokyo.org/kr/workshop/sd016/index.html,https://www.gotokyo.org/shared/images/img_noimage_670x450.jpg,[],"['10：00～18：00\n화요일수요일목요일금요일토요일', '휴무일: 월요일일요일공휴일연말연시']","요금
에도키리코 체험/ 4,400엔
현금VISAMASTER
체험 내용에 따라 요금이 다름","['일본어영어', '일본어영어', '필담 가능']",['도쿄도 감염 방지 철저 선언 스티커 등록 시설']
327,327,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도쿄스카이트리 주변,https://www.gotokyo.org/kr/destinations/eastern-tokyo/skytree-and-around/index.html,전통 문화체험,사탕 세공 실연,https://www.gotokyo.org/kr/workshop/sd034/index.html,https://www.gotokyo.org/kr/workshop/sd034/images/sd034_1_670x450.jpg,[],['휴무일: 비정기 휴무\n*소라마치 휴관일'],,"['일본어', '일본어']",[]
328,328,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도쿄스카이트리 주변,https://www.gotokyo.org/kr/destinations/eastern-tokyo/skytree-and-around/index.html,전통 문화체험,전통 수공예 실연을 보다,https://www.gotokyo.org/kr/workshop/sd015/index.html,https://www.gotokyo.org/en/workshop/sd015/images/sd015_1_670x450.jpg,[],"['10：00～21：00\n※점포, 시설, 층에 따라 다름']",,"['일본어', '일본어영어']",[]
329,329,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도쿄스카이트리 주변,https://www.gotokyo.org/kr/destinations/eastern-tokyo/skytree-and-around/index.html,아트・박물관,우정 박물관,https://www.gotokyo.org/kr/spot/903/index.html,https://www.gotokyo.org/en/spot/903/images/903_0805_3_670x450.jpg,[],"['10：00～17：30\n월요일화요일수요일목요일금요일토요일일요일공휴일\n※계절, 시기에 따라 다름\n※영업 종료시간 30분 전까지 입장 가능', '휴무일: 비정기 휴무']","요금
일반요금:300엔
현금","['인터넷 접속 가능', '일본어', '일본어영어중국어(간자체)중국어(번자체)한국어', '휠체어 렌탈 서비스']","['입장 제한이 있는 경우 있음', '도쿄도 감염 방지 철저 선언 스티커 등록 시설']"
330,330,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도쿄스카이트리 주변,https://www.gotokyo.org/kr/destinations/eastern-tokyo/skytree-and-around/index.html,아트・박물관,병풍 박물관,https://www.gotokyo.org/kr/spot/524/index.html,https://www.gotokyo.org/kr/spot/524/images/524_0692_6_670x450.jpg,[],"['10：00～17：00\n월요일화요일수요일목요일금요일토요일\n※계절, 시기에 따라 다름', '휴무일: 일요일공휴일연말연시대형연휴']","요금
현금VISAMASTER
무료","['화장실시설전면 금연인터넷 접속 가능', '엘리베이터']",[]
331,331,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도쿄스카이트리 주변,https://www.gotokyo.org/kr/destinations/eastern-tokyo/skytree-and-around/index.html,아트・박물관,교통과 문화의 도부 박물관,https://www.gotokyo.org/kr/spot/349/index.html,https://www.gotokyo.org/kr/spot/349/images/349_0250_2_670x450.jpg,[],"['10：00～16：30\n화요일수요일목요일금요일토요일일요일공휴일\n※영업 종료시간 30분 전까지 입장 가능', '휴무일: 월요일정기휴일이 공휴일인 경우는 다음날 휴무']","요금
일반요금:200엔
현금","['화장실시설전면 금연환금 가능주차장인터넷 접속 가능', '자동문 입구휠체어용 경사로 있음다기능 화장실(누구나 사용 가능)장루설치환자용(간이식)기저귀 교환대 있음어른용 접이식 침대휠체어 렌탈 서비스베이비카 렌탈 서비스 있음수유실 있음필담 가능']",[]
332,332,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도쿄스카이트리 주변,https://www.gotokyo.org/kr/destinations/eastern-tokyo/skytree-and-around/index.html,기타 정보,도쿄 스카이트리®,https://www.gotokyo.org/kr/spot/6/index.html,https://www.gotokyo.org/en/spot/6/images/4507_1_670x450.jpg,[],"['10：00～21：00\n월요일화요일수요일목요일금요일토요일일요일공휴일\n※영업 종료시간 60분 전까지 입장 가능', '휴무일: 연중무휴']",,"['화장실시설식사 시설흡연소환금 가능주차장인터넷 접속 가능', '일본어영어', '일본어영어', '장애인용(휠체어 사양)주차장 있음자동문 입구플로어 손잡이 있음(가동식 포함)휠체어용 경사로 있음에스컬레이터엘리베이터휠체어 대응 엘리베이터다기능 화장실(누구나 사용 가능)장루설치환자용(간이식)손잡이 설치 화장실기저귀 교환대 있음유아고정의자 또는 유아용 의자 있음휠체어 렌탈 서비스베이비카 렌탈 서비스 있음수유실 있음다언어 점자 안내수화 가능필담 가능']","['입장 제한이 있는 경우 있음', '도쿄도 감염 방지 철저 선언 스티커 등록 시설']"
333,333,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도쿄스카이트리 주변,https://www.gotokyo.org/kr/destinations/eastern-tokyo/skytree-and-around/index.html,기타 정보,도쿄스카이트리 주변,https://www.gotokyo.org/kr/story/walks-and-tours/tokyo-skytree-and-around/index.html,https://www.gotokyo.org/kr/story/walks-and-tours/tokyo-skytree-and-around/images/24_0985_27_670x450.jpg,[],[],,[],[]
334,334,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도쿄스카이트리 주변,https://www.gotokyo.org/kr/destinations/eastern-tokyo/skytree-and-around/index.html,기타 정보,아사쿠사에서 도쿄 스카이트리까지 여유롭게 산책,https://www.gotokyo.org/kr/story/walks-and-tours/strolling-from-asakusa-to-tokyo-skytree/index.html,https://www.gotokyo.org/kr/story/walks-and-tours/strolling-from-asakusa-to-tokyo-skytree/images/93_0163_3_670x450_1.jpg,[],[],,[],[]
335,335,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도요스,https://www.gotokyo.org/kr/destinations/eastern-tokyo/toyosu/index.html,가족이 함께 즐기기,키자니아 도쿄,https://www.gotokyo.org/kr/spot/57/index.html,https://www.gotokyo.org/kr/spot/57/images/57_main_450.jpg,[],"['9：00～15：00\n월요일화요일수요일목요일금요일토요일일요일공휴일\n16：00～21：00\n월요일화요일수요일목요일금요일토요일일요일공휴일', '휴무일: 비정기 휴무']","요금
현금VISAJCBMASTERAMEX","['화장실시설식사 시설전면 금연주차장인터넷 접속 가능', '일본어영어', '장애인용(휠체어 사양)주차장 있음엘리베이터휠체어 대응 엘리베이터다기능 화장실(누구나 사용 가능)기저귀 교환대 있음유아고정의자 또는 유아용 의자 있음수유실 있음']","['도쿄도 감염 방지 철저 선언 스티커 등록 시설', '이 시설의 코로나19(COVID-19) 방역대책 관련 정보', 'https://www.kidzania.jp/tokyo/infection-prevention']"
336,336,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도요스,https://www.gotokyo.org/kr/destinations/eastern-tokyo/toyosu/index.html,가족이 함께 즐기기,도쿄도 유메노시마 열대식물관,https://www.gotokyo.org/kr/spot/483/index.html,https://www.gotokyo.org/kr/spot/483/images/483_0340_2_670x450_2.jpg,[],"['9：30～17：00\n화요일수요일목요일금요일토요일일요일공휴일\n※계절, 시기에 따라 다름\n※영업 종료시간 60분 전까지 입장 가능', '휴무일: 월요일연말연시\n월요일이 공휴일인 경우 다음 화요일 휴무\n연말연시 휴무 12/29-1/3\n녹색의 날/도민의 날에는 무료 개관']","요금
일반요금:250엔
현금VISAMASTER은련카드Alipay","['화장실시설식사 시설흡연소', '일본어', '일본어영어중국어(간자체)중국어(번자체)한국어', '장애인용(휠체어 사양)주차장 있음자동문 입구플로어 손잡이 있음(가동식 포함)휠체어용 경사로 있음휠체어용 리프트 있음엘리베이터다기능 화장실(누구나 사용 가능)기저귀 교환대 있음휠체어 렌탈 서비스베이비카 렌탈 서비스 있음수유실 있음']","['사전 예약제인 경우 있음', '입장 제한이 있는 경우 있음', '도쿄도 감염 방지 철저 선언 스티커 등록 시설', '이 시설의 코로나19(COVID-19) 방역대책 관련 정보', 'https://www.yumenoshima.jp/faq/']"
337,337,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도요스,https://www.gotokyo.org/kr/destinations/eastern-tokyo/toyosu/index.html,가족이 함께 즐기기,가스테나니 가스 과학관,https://www.gotokyo.org/kr/spot/881/index.html,https://www.gotokyo.org/en/spot/881/images/881_0787_1_670x450.jpg,[],"['10：30～17：00\n화요일수요일목요일금요일토요일일요일공휴일\n※영업 종료시간 30분 전까지 입장 가능', '휴무일: 월요일연말연시비정기 휴무정기휴일이 공휴일인 경우는 다음날 휴무\n*시설 점검일']","요금
무료","['화장실시설전면 금연주차장', '장애인용(휠체어 사양)주차장 있음자동문 입구플로어 손잡이 있음(가동식 포함)휠체어용 경사로 있음휠체어 대응 엘리베이터다기능 화장실(누구나 사용 가능)장루설치환자용(간이식)손잡이 설치 화장실기저귀 교환대 있음어른용 접이식 침대휠체어 렌탈 서비스베이비카 렌탈 서비스 있음수유실 있음필담 가능']",['입장 제한이 있는 경우 있음']
338,338,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도요스,https://www.gotokyo.org/kr/destinations/eastern-tokyo/toyosu/index.html,가족이 함께 즐기기,어반독 라라포트 도요스,https://www.gotokyo.org/kr/spot/522/index.html,https://www.gotokyo.org/en/spot/522/images/522_0691_4_670x450.jpg,[],"['10：00～21：00\n월요일화요일수요일목요일금요일토요일일요일공휴일\n※점포, 시설, 층에 따라 다름', '휴무일: 비정기 휴무']","요금
현금VISAJCBMASTERAMEX은련카드","['화장실시설식사 시설흡연소주차장인터넷 접속 가능', '장애인용(휠체어 사양)주차장 있음자동문 입구휠체어용 경사로 있음에스컬레이터엘리베이터휠체어 대응 엘리베이터다기능 화장실(누구나 사용 가능)장루설치환자용(간이식)기저귀 교환대 있음휠체어 렌탈 서비스베이비카 렌탈 서비스 있음수유실 있음']",[]
339,339,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도요스,https://www.gotokyo.org/kr/destinations/eastern-tokyo/toyosu/index.html,체험・활동,도쿄 게이트 브리지,https://www.gotokyo.org/kr/spot/496/index.html,https://www.gotokyo.org/en/spot/496/images/496_0351_1_670x450.jpg,[],"['10：00～17：00\n월요일화요일수요일목요일금요일토요일일요일공휴일\n10：00～20：00\n월요일화요일수요일목요일금요일토요일일요일공휴일\n※계절, 시기에 따라 다름\n※영업 종료시간 30분 전까지 입장 가능', '휴무일:\n*매달 셋째 화요일 휴무(공휴일인 경우는 그 다음날), 12월은 첫째 화요일도 휴무']",,['휠체어용 경사로 있음'],[]
340,340,도쿄동부,https://www.gotokyo.org/kr/destinations/eastern-tokyo/index.html,도요스,https://www.gotokyo.org/kr/destinations/eastern-tokyo/toyosu/index.html,체험・활동,팀랩 플래닛 TOKYO DMM,https://www.gotokyo.org/kr/spot/1825/index.html,https://www.gotokyo.org/en/spot/1825/images/1825_main_3.jpg,[],"['※계절, 시기에 따라 다름\n※영업 종료시간 60분 전까지 입장 가능', '휴무일: 비정기 휴무']","요금
일반요금:3,200엔
현금VISAJCBMASTERAMEX은련카드
계절, 시기에 따라 다름","['화장실시설식사 시설전면 금연인터넷 접속 가능', '영어', '영어중국어(간자체)중국어(번자체)한국어태국어', '자동문 입구플로어 손잡이 있음(가동식 포함)휠체어용 경사로 있음다기능 화장실(누구나 사용 가능)장루설치환자용(간이식)손잡이 설치 화장실기저귀 교환대 있음유아고정의자 또는 유아용 의자 있음휠체어 렌탈 서비스수유실 있음']",[]
